price_no,listing_id,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights
912,670009,$175.00 ,,"$3,600.00 ",$300.00 ,$80.00 ,3,$20.00 ,3,180
913,4577542,$120.00 ,$750.00 ,,$150.00 ,$50.00 ,2,$20.00 ,2,25
914,6764646,$160.00 ,,,$150.00 ,$25.00 ,1,$0.00 ,3,1125
915,4256705,$125.00 ,$500.00 ,,,,1,$0.00 ,2,8
916,8812578,$150.00 ,$625.00 ,"$2,415.00 ",$200.00 ,$60.00 ,1,$0.00 ,1,1125
917,341454,$175.00 ,"$1,400.00 ","$4,000.00 ",,$60.00 ,1,$0.00 ,3,90
918,8195629,$100.00 ,,,$95.00 ,$10.00 ,1,$0.00 ,1,1125
919,2577625,$90.00 ,$450.00 ,"$1,800.00 ",$100.00 ,,1,$0.00 ,5,30
920,555858,$95.00 ,$595.00 ,"$1,900.00 ",$250.00 ,$50.00 ,1,$0.00 ,2,180
921,4814811,$92.00 ,$595.00 ,"$2,185.00 ",,$29.00 ,1,$29.00 ,1,1125
922,9484823,$90.00 ,,,,,1,$0.00 ,1,1125
923,660603,$79.00 ,,"$1,260.00 ",$200.00 ,$80.00 ,1,$0.00 ,7,270
924,3940265,$72.00 ,,,$150.00 ,$30.00 ,2,$20.00 ,2,1125
925,7500976,$115.00 ,$550.00 ,"$2,200.00 ",$500.00 ,$80.00 ,4,$30.00 ,3,1125
926,9516608,$270.00 ,,,$300.00 ,$100.00 ,1,$0.00 ,1,1125
927,9712716,$65.00 ,,,,$55.00 ,1,$0.00 ,1,1125
928,5813657,$300.00 ,,,$300.00 ,$100.00 ,10,$40.00 ,1,1125
929,8884826,$122.00 ,,,$250.00 ,$49.00 ,2,$15.00 ,1,1125
930,1978743,$87.00 ,$600.00 ,,$200.00 ,$30.00 ,1,$0.00 ,2,29
931,6091789,$200.00 ,"$1,000.00 ",,,,1,$0.00 ,5,7
932,6165353,$156.00 ,,,$95.00 ,$25.00 ,3,$25.00 ,2,30
933,1244053,$90.00 ,$500.00 ,,$200.00 ,$35.00 ,1,$0.00 ,3,1125
934,8508223,$325.00 ,,,$500.00 ,$125.00 ,6,$25.00 ,1,1125
935,6991188,$115.00 ,$845.00 ,"$2,942.00 ",$100.00 ,$10.00 ,2,$25.00 ,2,1125
936,7344117,$425.00 ,,,,$85.00 ,4,$25.00 ,1,1125
937,9506766,$119.00 ,,,$300.00 ,$25.00 ,2,$25.00 ,1,1125
938,6451305,$220.00 ,"$2,000.00 ","$7,000.00 ",$250.00 ,$125.00 ,6,$10.00 ,3,1125
939,7531405,$85.00 ,$660.00 ,,$150.00 ,$40.00 ,2,$15.00 ,2,21
940,9612147,$100.00 ,,,$200.00 ,$100.00 ,4,$50.00 ,1,30
941,666897,$99.00 ,$595.00 ,"$2,250.00 ",$350.00 ,$60.00 ,1,$20.00 ,3,365
942,4061051,$120.00 ,,,,$30.00 ,2,$60.00 ,1,1125
943,3394338,$150.00 ,,,,,2,$25.00 ,2,1125
944,4238106,$75.00 ,,,,$10.00 ,1,$0.00 ,2,1125
945,7350059,$90.00 ,$500.00 ,"$2,200.00 ",,$35.00 ,2,$15.00 ,1,14
946,5262750,$125.00 ,$700.00 ,"$1,500.00 ",$700.00 ,$30.00 ,2,$10.00 ,3,1125
947,2802844,$90.00 ,,,,$20.00 ,1,$0.00 ,2,1125
948,3123632,$200.00 ,"$1,300.00 ",,,,2,$0.00 ,5,1125
949,3024336,$200.00 ,"$1,200.00 ",,$350.00 ,$75.00 ,2,$10.00 ,2,10
950,8652185,$287.00 ,"$2,037.00 ",,$500.00 ,$117.00 ,6,$40.00 ,2,1125
951,10192213,$90.00 ,,,,,1,$0.00 ,1,1125
952,3970736,$90.00 ,$628.00 ,"$2,218.00 ",$350.00 ,$45.00 ,2,$15.00 ,3,29
953,4546924,$150.00 ,,"$2,800.00 ",$300.00 ,$125.00 ,2,$25.00 ,1,120
954,2760901,$119.00 ,$750.00 ,"$2,500.00 ",,,1,$0.00 ,3,1125
955,3490239,$150.00 ,,,$200.00 ,$100.00 ,4,$0.00 ,4,1125
956,3416217,$170.00 ,,,,,2,$20.00 ,3,1125
957,5537833,$150.00 ,$945.00 ,"$2,990.00 ",$600.00 ,$60.00 ,4,$75.00 ,7,1125
958,8372562,$279.00 ,"$1,159.00 ","$3,995.00 ",$250.00 ,$200.00 ,1,$0.00 ,3,1125
959,8866960,$55.00 ,$300.00 ,,,,1,$0.00 ,2,1125
960,3354614,$125.00 ,$750.00 ,"$2,250.00 ",$150.00 ,$35.00 ,2,$10.00 ,2,365
961,8953857,$129.00 ,$800.00 ,"$3,000.00 ",,,3,$50.00 ,2,31
962,7093738,$90.00 ,,,,$30.00 ,2,$0.00 ,1,1125
963,5277900,$199.00 ,"$1,500.00 ",,$250.00 ,$90.00 ,1,$0.00 ,3,1125
964,1171574,$65.00 ,,,,,2,$0.00 ,2,1125
965,1818754,$200.00 ,"$1,200.00 ","$3,600.00 ",$300.00 ,$112.00 ,4,$25.00 ,3,15
966,74328,$92.00 ,$600.00 ,"$1,800.00 ",$250.00 ,$75.00 ,3,$0.00 ,2,365
967,6728017,$257.00 ,"$1,529.00 ","$5,397.00 ",$250.00 ,$100.00 ,6,$25.00 ,2,1125
968,2612399,$79.00 ,,,,,1,$0.00 ,3,365
969,2515795,$200.00 ,"$1,250.00 ","$4,750.00 ","$1,000.00 ",$200.00 ,1,$0.00 ,3,365
970,7093910,$80.00 ,,,,$30.00 ,2,$0.00 ,1,1125
971,4170863,$85.00 ,$495.00 ,"$1,700.00 ",$100.00 ,$20.00 ,2,$50.00 ,1,1125
972,7941079,$65.00 ,$398.00 ,"$1,500.00 ",$175.00 ,$15.00 ,1,$29.00 ,1,1125
973,1442973,$105.00 ,$625.00 ,"$2,205.00 ",,$58.00 ,2,$15.00 ,2,31
974,4396961,$59.00 ,,,,,1,$25.00 ,2,7
975,5859152,$59.00 ,$398.00 ,"$1,500.00 ",$175.00 ,$16.00 ,1,$29.00 ,1,1125
976,8555794,$75.00 ,,,,,1,$0.00 ,1,1125
977,2112625,$56.00 ,$345.00 ,"$1,060.00 ",,$30.00 ,1,$19.00 ,2,260
978,8814802,$100.00 ,,,,,1,$0.00 ,1,1125
979,8273948,$85.00 ,,,$150.00 ,,1,$0.00 ,2,1125
980,319768,$135.00 ,$920.00 ,"$3,400.00 ",,$100.00 ,3,$20.00 ,5,30
981,1961671,$200.00 ,$600.00 ,,$200.00 ,$75.00 ,6,$20.00 ,2,14
982,3691288,$163.00 ,,,$200.00 ,$85.00 ,4,$25.00 ,2,1125
983,8703557,$83.00 ,$552.00 ,"$2,208.00 ",$250.00 ,$25.00 ,1,$0.00 ,1,1125
984,8525338,$210.00 ,,,,,1,$0.00 ,1,1125
985,8049470,$59.00 ,$350.00 ,"$1,200.00 ",,,1,$0.00 ,1,1125
986,1455908,$135.00 ,"$1,400.00 ","$4,500.00 ",$350.00 ,$50.00 ,1,$0.00 ,2,14
987,8525825,$75.00 ,$420.00 ,"$1,500.00 ",,,1,$0.00 ,1,1125
988,3463245,$109.00 ,$541.00 ,$950.00 ,,,1,$0.00 ,2,1125
989,4172364,$55.00 ,,,,,1,$25.00 ,2,7
990,3728802,$500.00 ,,,$500.00 ,$250.00 ,1,$0.00 ,3,30
991,6512378,$55.00 ,$275.00 ,,,,1,$0.00 ,1,1125
992,785830,$400.00 ,"$2,700.00 ","$10,000.00 ",,$120.00 ,1,$0.00 ,5,365
993,8616606,$105.00 ,$850.00 ,"$2,800.00 ",,$85.00 ,1,$0.00 ,2,1125
994,5078244,$39.00 ,$250.00 ,,,,1,$0.00 ,1,1125
995,7921278,$50.00 ,$325.00 ,"$1,300.00 ",$99.00 ,$50.00 ,1,$15.00 ,1,33
996,8016610,$129.00 ,,,$200.00 ,$78.00 ,4,$50.00 ,2,15
997,4468524,$44.00 ,,,,,0,$0.00 ,2,7
998,8424532,$350.00 ,,,$500.00 ,$250.00 ,1,$0.00 ,7,1125
999,6990882,$300.00 ,,,$300.00 ,$110.00 ,8,$0.00 ,1,1125
1000,4017140,$53.00 ,$315.00 ,,,,0,$0.00 ,2,21
